BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,DELINQcat,DEROGzero
True,4000.0,45000.0,58350.0,HomeImp,Mgr,3.5,0.0,0.0,162.0,3.0,16.0,34.81826,0,True
True,4000.0,7000.0,16020.0,HomeImp,Other,18.0,0.0,1.0,85.80000305175781,2.0,23.0,34.81826,1,True
False,4000.0,66000.0,79050.0,HomeImp,Other,1.8,2.0,0.0,279.0,1.0,6.0,34.81826,0,False
False,4000.0,65019.0,45760.0,HomeImp,Other,0.0,0.0,0.0,173.46665954589844,0.0,0.0,34.81826,0,True
False,4000.0,62000.0,78000.0,HomeImp,Other,4.0,0.0,0.0,109.56666564941406,0.0,15.0,34.81826,0,True
False,4000.0,64240.0,63990.0,HomeImp,Sales,5.0,2.0,0.0,160.3000030517578,1.0,23.0,34.81826,0,False
True,4000.0,74000.0,93000.0,HomeImp,ProfExe,2.6,1.0,3.0,186.63333129882812,1.0,9.0,34.81826,1+,False
True,4000.0,55000.0,59000.0,DebtCon,Other,12.0,2.0,0.0,146.10000610351562,0.0,22.0,34.81826,0,False
False,4000.0,67625.0,80698.0,HomeImp,Mgr,11.0,0.0,1.0,212.34930419921875,0.0,25.0,39.12872,1,True
False,4000.0,67533.0,71865.0,HomeImp,Mgr,10.0,0.0,2.0,227.79298400878906,0.0,25.0,39.16633,1+,True
True,4100.0,65019.0,19132.0,HomeImp,Other,0.0,0.0,0.0,100.77465057373047,0.0,19.0,33.84092,0,True
True,4100.0,58500.0,65000.0,HomeImp,Other,8.0,1.0,2.0,63.93333435058594,2.0,15.0,34.81826,1+,False
False,4100.0,57992.0,63797.0,DebtCon,ProfExe,7.0,0.0,4.0,165.50503540039062,1.0,31.0,22.278173,1+,True
False,4200.0,56544.0,59218.0,HomeImp,Office,19.0,0.0,0.0,211.00259399414062,1.0,20.0,19.027704,0,True
True,4200.0,34800.0,50225.0,HomeImp,Other,2.0,1.0,0.0,93.5,1.0,5.0,34.81826,0,False
False,4200.0,67700.0,77000.0,DebtCon,Sales,4.0,0.0,0.0,128.8333282470703,0.0,31.0,34.81826,0,True
False,4200.0,44000.0,55085.0,DebtCon,Other,6.0,0.0,1.0,75.43333435058594,1.0,16.0,34.81826,1,True
False,4200.0,66272.0,82953.0,HomeImp,Other,3.0,0.0,0.0,110.2786636352539,0.0,15.0,43.45059,0,True
False,4200.0,50216.0,58541.0,HomeImp,Office,19.0,0.0,0.0,209.87130737304688,0.0,19.0,20.208033,0,True
False,4300.0,71206.0,78698.0,DebtCon,Sales,3.0,0.0,0.0,129.93287658691406,0.0,31.0,34.181377,0,True
False,4300.0,68815.0,79852.0,HomeImp,Other,6.0,0.0,0.0,105.12071228027344,0.0,14.0,41.806377,0,True
False,4300.0,72021.0,80027.0,HomeImp,Other,2.0,2.0,0.0,263.9703063964844,0.0,5.0,36.432095,0,False
False,4400.0,53969.0,63869.0,DebtCon,ProfExe,7.0,0.0,3.0,162.3900146484375,0.0,30.0,23.58108,1+,True
False,4400.0,65019.0,60250.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
True,4400.0,53091.0,64074.0,DebtCon,Office,14.0,1.0,3.0,89.8610610961914,0.0,17.0,39.158085,1+,False
False,4500.0,66127.0,79087.0,HomeImp,Other,4.0,1.0,0.0,81.34906768798828,0.0,15.0,40.705307,0,False
False,4500.0,65019.0,77182.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,25.227253,0,True
True,4500.0,39000.0,66000.0,HomeImp,Other,1.0,0.0,0.0,170.36666870117188,1.0,19.0,34.81826,0,True
False,4500.0,71082.0,79247.0,HomeImp,Other,4.0,0.0,0.0,118.76040649414062,0.0,14.0,41.421112,0,True
False,4500.0,65019.0,49044.0,HomeImp,Other,0.0,0.0,0.0,173.46665954589844,0.0,0.0,11.652739,0,True
True,4500.0,57000.0,89235.5,HomeImp,Other,5.0,0.0,0.0,222.60000610351562,1.0,13.0,34.81826,0,True
True,4500.0,34184.0,46000.0,HomeImp,Mgr,3.5,0.0,1.0,122.5999984741211,2.0,22.0,34.81826,1,True
True,4500.0,66517.0,87000.0,DebtCon,ProfExe,10.0,0.0,4.0,125.80000305175781,0.0,34.0,34.81826,1+,True
False,4500.0,45500.0,50000.0,HomeImp,Other,6.0,0.0,0.0,86.16666412353516,0.0,18.0,34.81826,0,True
True,4500.0,118000.0,146870.0,HomeImp,ProfExe,4.5,2.0,0.0,203.86666870117188,1.0,20.0,34.81826,0,False
True,4500.0,90000.0,105800.0,HomeImp,Other,6.0,2.0,3.0,80.0999984741211,3.0,10.0,34.81826,1+,False
False,4700.0,67913.0,97205.0,IsMissing,Mgr,2.0,0.0,0.0,142.8243865966797,0.0,24.0,35.226997,0,True
False,4700.0,71855.0,88566.0,HomeImp,Other,2.0,2.0,0.0,283.95953369140625,0.0,5.0,36.47547,0,False
False,4700.0,53918.0,59511.0,DebtCon,Other,6.0,0.0,0.0,54.136478424072266,1.0,15.0,34.416508,0,True
True,4700.0,49100.0,58238.0,HomeImp,ProfExe,0.1,0.0,0.0,61.79999923706055,2.0,17.0,34.81826,0,True
False,4700.0,88026.0,115506.0,HomeImp,ProfExe,6.0,0.0,0.0,182.2483367919922,0.0,27.0,29.209023,0,True
True,4700.0,26900.0,45000.0,HomeImp,ProfExe,9.0,1.0,2.0,90.46666717529297,1.0,16.0,34.81826,1+,False
False,4800.0,67317.0,97191.0,IsMissing,Mgr,3.0,0.0,0.0,137.31971740722656,0.0,23.0,34.275295,0,True
False,4800.0,56067.0,63102.0,DebtCon,ProfExe,9.0,0.0,3.0,160.1463165283203,1.0,30.0,21.58376,1+,True
False,4800.0,80482.0,88342.0,HomeImp,ProfExe,7.0,0.0,0.0,275.03240966796875,0.0,11.0,43.717636,0,True
False,4900.0,58688.0,63348.0,DebtCon,ProfExe,9.0,0.0,3.0,179.16256713867188,2.0,31.0,22.544394,1+,True
False,4900.0,65873.0,90408.0,IsMissing,Mgr,2.0,0.0,0.0,141.85899353027344,0.0,23.0,37.76962,0,True
True,4900.0,25597.0,23031.0,HomeImp,Other,5.0,0.0,0.0,101.74676513671875,0.0,8.0,33.243156,0,True
False,4900.0,67794.0,84630.0,HomeImp,Other,4.0,0.0,0.0,112.57341766357422,0.0,15.0,41.673996,0,True
True,4900.0,44000.0,59745.0,HomeImp,Other,10.0,0.0,0.0,81.5,3.0,13.0,34.81826,0,True
False,4900.0,65019.0,28437.5,HomeImp,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
False,4900.0,170986.0,245300.0,DebtCon,Sales,7.0,0.0,0.0,131.93333435058594,0.0,22.0,34.81826,0,True
True,4900.0,65576.0,65774.0,HomeImp,Other,6.0,1.0,2.0,61.64250564575195,1.0,14.0,40.59091,1+,False
False,4900.0,57461.0,68494.0,DebtCon,ProfExe,8.0,0.0,4.0,183.6356201171875,0.0,30.0,22.795424,1+,True
False,4900.0,65019.0,69706.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,33.70559,0,True
False,5000.0,65019.0,34846.0,HomeImp,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,33.354652,0,True
False,5000.0,47479.0,61690.0,DebtCon,Other,5.0,0.0,0.0,65.03296661376953,1.0,16.0,36.699413,0,True
False,5000.0,66839.0,87168.0,HomeImp,Other,4.0,0.0,0.0,122.59722137451172,0.0,15.0,40.61678,0,True
False,5000.0,12457.0,53448.0,HomeImp,Self,7.0,0.0,0.0,207.1434783935547,0.0,12.0,44.107952,0,True
False,5000.0,90059.0,113714.0,HomeImp,ProfExe,7.0,0.0,0.0,193.63644409179688,0.0,28.0,25.897316,0,True
True,5000.0,22320.0,34900.0,HomeImp,Other,10.0,0.0,0.0,65.69999694824219,1.0,5.0,34.81826,0,True
True,5000.0,40000.0,70500.0,HomeImp,Mgr,0.4,0.0,0.0,61.766666412353516,2.0,8.0,34.81826,0,True
True,5000.0,100882.0,102700.0,HomeImp,Mgr,5.0,0.0,1.0,58.86666488647461,0.0,16.0,34.81826,1,True
True,5000.0,31000.0,47350.0,HomeImp,ProfExe,12.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
True,5000.0,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.30000305175781,0.0,14.0,34.81826,0,True
True,5000.0,100000.0,129693.5,HomeImp,Mgr,13.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
True,5000.0,65019.0,132000.0,HomeImp,Other,17.5,0.0,2.0,121.9000015258789,0.0,14.0,34.81826,1+,True
True,5000.0,65019.0,9100.0,HomeImp,Other,1.0,0.0,0.0,54.733333587646484,2.0,8.0,34.81826,0,True
True,5000.0,34200.0,50830.0,HomeImp,Other,6.0,0.0,0.0,57.0,1.0,9.0,34.81826,0,True
True,5000.0,65019.0,71277.0,HomeImp,Other,10.0,0.0,0.0,72.43333435058594,1.0,12.0,34.81826,0,True
True,5000.0,123000.0,157500.0,HomeImp,Mgr,9.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
True,5000.0,16600.0,25250.0,HomeImp,Other,6.0,0.0,0.0,88.69999694824219,1.0,3.0,34.81826,0,True
True,5000.0,65019.0,52000.0,HomeImp,Other,7.0,0.0,1.0,285.3333435058594,0.0,6.0,34.81826,1,True
True,5000.0,22700.0,34225.0,HomeImp,Other,4.0,0.0,0.0,74.63333129882812,3.0,9.0,34.81826,0,True
True,5000.0,6000.0,38575.0,HomeImp,Self,7.0,0.0,1.0,335.0333251953125,3.0,42.0,34.81826,1,True
True,5000.0,65019.0,74500.0,HomeImp,Other,19.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
True,5000.0,65019.0,94119.0,HomeImp,Other,19.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
False,5000.0,73126.0,87500.0,DebtCon,Other,1.0,0.0,0.0,125.96666717529297,2.0,10.0,34.81826,0,True
False,5000.0,72517.0,86250.0,DebtCon,Mgr,19.0,0.0,1.0,300.3666687011719,1.0,24.0,34.81826,1,True
False,5000.0,26037.0,35000.0,HomeImp,ProfExe,12.0,0.0,0.0,182.63333129882812,0.0,13.0,34.81826,0,True
False,5000.0,39000.0,50340.0,HomeImp,Office,10.0,0.0,0.0,179.8333282470703,1.0,19.0,34.81826,0,True
False,5000.0,65019.0,26550.0,DebtCon,Other,1.7,0.0,0.0,276.9666748046875,1.0,14.0,34.81826,0,True
False,5000.0,70470.0,77908.0,DebtCon,Other,5.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
False,5000.0,65019.0,36375.0,HomeImp,Other,3.0,0.0,0.0,266.79998779296875,1.0,26.0,34.81826,0,True
False,5000.0,74225.0,89640.0,DebtCon,ProfExe,0.3,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
False,5000.0,65019.0,65400.0,HomeImp,Office,1.5,0.0,0.0,51.766666412353516,0.0,4.0,34.81826,0,True
True,5000.0,65019.0,37500.0,HomeImp,Other,7.0,0.0,3.0,107.13333129882812,8.0,5.0,34.81826,1+,True
False,5000.0,78565.0,98500.0,DebtCon,ProfExe,24.0,0.0,0.0,51.766666412353516,3.0,14.0,34.81826,0,True
False,5000.0,59900.0,80800.0,DebtCon,ProfExe,15.0,0.0,0.0,219.13333129882812,1.0,18.0,34.81826,0,True
True,5000.0,10171.0,26809.0,HomeImp,Office,13.0,3.0,6.0,228.3000030517578,0.0,24.0,34.81826,1+,False
True,5000.0,78893.0,82600.0,HomeImp,Mgr,16.0,0.0,0.0,133.89999389648438,1.0,34.0,34.81826,0,True
True,5000.0,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.76667022705078,5.0,28.0,34.81826,1+,False
True,5000.0,68000.0,75616.0,DebtCon,ProfExe,0.1,0.0,0.0,131.86666870117188,0.0,30.0,34.81826,0,True
True,5000.0,71571.0,85100.0,DebtCon,ProfExe,1.4,0.0,1.0,82.13333129882812,0.0,13.0,34.81826,1,True
True,5000.0,28000.0,36810.0,DebtCon,Other,2.0,1.0,0.0,222.1999969482422,1.0,6.0,34.81826,0,False
True,5000.0,40000.0,32480.0,HomeImp,Other,8.0,3.0,2.0,163.36666870117188,1.0,16.0,34.81826,1+,False
True,5000.0,81748.0,89235.5,DebtCon,ProfExe,14.0,1.0,2.0,144.06666564941406,2.0,17.0,34.81826,1+,False
False,5000.0,44674.0,59375.0,HomeImp,Office,10.0,0.0,0.0,178.6925048828125,1.0,19.0,26.448198,0,True
True,5000.0,61999.0,75021.3,HomeImp,Other,5.0,0.0,0.0,97.0999984741211,0.0,23.0,34.81826,0,True
False,5000.0,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.67506408691406,2.0,10.0,37.512707,0,True
False,5000.0,68739.0,93435.0,IsMissing,Mgr,3.0,0.0,0.0,148.72039794921875,0.0,23.0,36.669277,0,True
False,5000.0,51209.0,55320.0,DebtCon,Other,5.0,0.0,1.0,69.10746765136719,1.0,15.0,35.025074,1,True
True,5000.0,46696.0,85202.0,HomeImp,Other,2.0,1.0,2.0,148.3406524658203,0.0,14.0,46.489876,1+,False
False,5000.0,65019.0,46281.0,HomeImp,Other,2.0,0.0,0.0,257.6521911621094,0.0,26.0,40.952587,0,True
False,5000.0,66435.0,82819.0,HomeImp,Other,2.0,0.0,0.0,125.13062286376953,0.0,14.0,42.18354,0,True
False,5100.0,179725.0,251962.0,DebtCon,Sales,7.0,0.0,0.0,127.49880981445312,0.0,22.0,40.308258,0,True
False,5100.0,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.958251953125,1.0,28.0,26.25797,0,True
False,5100.0,72891.0,80691.0,HomeImp,Other,1.0,1.0,0.0,273.8817138671875,0.0,6.0,39.852146,0,False
True,5100.0,30755.0,46735.0,HomeImp,Other,10.0,0.0,0.0,69.0,0.0,17.0,34.81826,0,True
False,5100.0,65019.0,26715.0,DebtCon,Other,1.0,0.0,0.0,258.789306640625,0.0,14.0,26.722343,0,True
False,5100.0,87258.0,121382.0,HomeImp,ProfExe,6.0,0.0,0.0,181.6630401611328,0.0,28.0,25.44476,0,True
False,5100.0,65019.0,28291.0,DebtCon,Other,2.0,0.0,0.0,277.9445495605469,1.0,14.0,23.644691,0,True
True,5100.0,9900.0,30451.0,HomeImp,Other,11.0,0.0,0.0,21.200000762939453,0.0,2.0,34.81826,0,True
False,5100.0,93000.0,116875.0,HomeImp,Other,10.0,0.0,0.0,417.6333312988281,2.0,50.0,34.81826,0,True
True,5100.0,15500.0,34000.0,DebtCon,Other,0.0,1.0,2.0,86.23332977294922,2.0,13.0,34.81826,1+,False
True,5100.0,129319.0,141875.0,HomeImp,Sales,7.0,1.0,0.0,157.85980224609375,0.0,36.0,25.650742,0,False
False,5100.0,66834.0,87361.0,HomeImp,Other,0.0,2.0,0.0,290.03411865234375,0.0,6.0,38.766987,0,False
False,5100.0,73882.0,96031.0,DebtCon,Other,0.0,0.0,0.0,125.78739929199219,1.0,10.0,34.44608,0,True
False,5100.0,74071.0,97064.0,DebtCon,Other,0.0,0.0,0.0,121.07597351074219,2.0,9.0,36.40173,0,True
False,5100.0,62702.0,79784.0,HomeImp,Other,2.0,0.0,0.0,108.07259368896484,0.0,15.0,43.29014,0,True
False,5200.0,65019.0,36425.0,DebtCon,Other,2.0,0.0,0.0,266.8134765625,1.0,14.0,23.797401,0,True
False,5200.0,67000.0,77000.0,HomeImp,Other,9.0,0.0,1.0,119.69999694824219,0.0,25.0,34.81826,1,True
False,5200.0,43039.0,53521.0,HomeImp,Office,11.0,0.0,0.0,184.29669189453125,1.0,19.0,24.414762,0,True
False,5200.0,19000.0,26000.0,DebtCon,Other,0.0,1.0,0.0,17.200000762939453,8.0,7.0,34.81826,0,False
True,5200.0,65019.0,9500.0,DebtCon,Other,1.0,0.0,1.0,81.0999984741211,1.0,2.0,34.81826,1,True
False,5200.0,91250.0,110000.0,HomeImp,Office,24.0,0.0,0.0,123.76667022705078,1.0,12.0,34.81826,0,True
False,5200.0,16324.0,45187.0,HomeImp,Self,7.0,0.0,0.0,221.1180877685547,0.0,11.0,42.712093,0,True
